id_associado;nome;sobrenome;idade;email;sit_associado;sit_inadimplente;data_primeira_compra;data_ultima_compra;qt_meses_compras;data_encerramento_conta;dia_ult_compra;mes_ult_compra;vlr_total_compras;qtd_compras;vlr_medio_compras;qtd_dias_atraso_pgto
6105;Gustavo;Henrique;36;gustavo.henrique@hotmail.com;Não;Não;2020-12-20;2022-02-15;14;2022-12-14;302;10;24882,48;86;289,33;0
6106;Yago;Souza;46;yago.souza@yahoo.com.br;Sim;Não;2021-11-18;2022-12-21;13;"";1;0;21222,12;87;243,93;0
6107;Pietro;Teixeira;75;pietro.teixeira@yahoo.com.br;Sim;Não;2020-07-08;2022-12-20;29;"";2;0;61146,54;210;291,17;0
6108;Bernardo;Lopes;41;bernardo.lopes@terra.com.br;Sim;Não;2018-06-07;2022-12-12;54;"";10;0;86120,35;312;276,03;0
6109;Luigi;Silva;41;luigi.silva@hotmail.com;Sim;Não;2022-10-11;2022-11-27;1;"";25;0;2735,37;9;303,93;0
6110;João;Gabriel;36;joão.gabriel@uol.com.br;Sim;Não;2020-08-29;2022-12-18;28;"";4;0;47581,10;177;268,82;0
6112;Raquel;Araújo;23;raquel.araújo@uol.com.br;Sim;Sim;2020-04-18;2022-12-21;32;"";1;0;28927,81;174;166,25;5
6113;Mariane;Moraes;57;mariane.moraes@yahoo.com.br;Sim;Não;2018-11-02;2022-12-13;50;"";9;0;86918,16;307;283,12;0
6114;Daniela;Rezende;24;daniela.rezende@hotmail.com;Sim;Sim;2020-03-07;2022-12-21;33;"";1;0;29683,65;179;165,83;11
6115;Lara;Caldeira;37;lara.caldeira@hotmail.com;Sim;Não;2020-12-04;2022-12-14;24;"";8;0;47274,99;155;305,00;0
6116;Ian;Rocha;21;ian.rocha@uol.com.br;Sim;Sim;2020-07-28;2022-12-17;29;"";5;0;26203,28;151;173,53;85
6117;Davi;Martins;47;davi.martins@uol.com.br;Sim;Não;2019-10-06;2022-12-19;39;"";3;0;69843,99;240;291,02;0
6118;Eduarda;Aragão;49;eduarda.aragão@terra.com.br;Sim;Não;2018-03-07;2022-03-22;49;"";275;9;77046,26;285;270,34;0
6119;Cauã;Novaes;33;cauã.novaes@uol.com.br;Sim;Não;2019-03-13;2022-08-29;42;"";115;3;72173,76;245;294,59;0
6120;Isadora;Gonçalves;64;isadora.gonçalves@yahoo.com.br;Sim;Não;2020-11-17;2022-02-27;15;"";298;9;23596,74;86;274,38;0
6121;Pedro;Lucas;63;pedro.lucas@gmail.com;Sim;Não;2021-09-27;2022-12-06;14;"";16;0;23583,86;85;277,46;0
6122;Mariane;Teixeira;22;mariane.teixeira@uol.com.br;Sim;Sim;2021-10-04;2022-06-28;8;"";177;5;6903,79;41;168,39;31
6123;Milena;Ramos;61;milena.ramos@yahoo.com.br;Não;Não;2020-06-16;2022-01-18;19;2022-10-25;280;9;35642,88;123;289,78;0
6124;Breno;Rezende;61;breno.rezende@hotmail.com;Não;Não;2021-02-01;2021-12-27;10;2022-12-08;346;11;20579,61;68;302,64;0
6125;Gabriela;Paz;52;gabriela.paz@hotmail.com;Sim;Não;2022-04-04;2022-12-22;8;"";0;0;18915,73;71;266,42;0
6126;Stephany;Farias;73;stephany.farias@hotmail.com;Sim;Não;2021-12-02;2022-12-22;12;"";0;0;21983,23;88;249,81;0
6127;Vicente;Cardoso;38;vicente.cardoso@hotmail.com;Sim;Não;2021-07-11;2022-12-20;17;"";2;0;29001,06;109;266,06;0
6128;Miguel;Rocha;71;miguel.rocha@hotmail.com;Sim;Não;2021-05-27;2022-12-18;19;"";4;0;33504,63;120;279,21;0
6129;Davi;Luiz;44;davi.luiz@hotmail.com;Sim;Não;2022-11-29;2022-12-22;0;"";0;0;2211,10;8;276,39;0
6130;Breno;Cunha;23;breno.cunha@terra.com.br;Sim;Sim;2019-07-18;2022-12-19;41;"";3;0;29038,84;175;165,94;78
6131;Alícia;Conceição;26;alícia.conceição@hotmail.com;Sim;Não;2022-09-24;2022-12-19;2;"";3;0;3151,06;22;143,23;0
6132;Antônio;Pinto;46;antônio.pinto@uol.com.br;Sim;Não;2021-01-25;2022-12-20;23;"";2;0;37062,95;145;255,61;0
6133;Ian;Rocha;67;ian.rocha@hotmail.com;Sim;Não;2018-12-17;2022-12-22;48;"";0;0;95338,57;338;282,07;0
6134;Alexandre;Moraes;50;alexandre.moraes@hotmail.com;Sim;Não;2022-04-23;2022-12-22;8;"";0;0;15101,52;48;314,62;0
6135;Luiza;Dias;65;luiza.dias@gmail.com;Sim;Não;2021-09-24;2022-12-18;15;"";4;0;27036,11;95;284,59;0
6136;Bryan;Fogaça;58;bryan.fogaça@uol.com.br;Sim;Não;2021-11-14;2022-12-18;13;"";4;0;22316,76;84;265,68;0
6137;Igor;Ribeiro;56;igor.ribeiro@uol.com.br;Sim;Não;2021-03-25;2021-12-06;8;"";381;12;16726,28;60;278,77;0
6138;Maria;Clara;40;maria.clara@yahoo.com.br;Sim;Não;2019-04-10;2022-12-09;44;"";13;0;80666,41;277;291,21;0
6139;Ana;Beatriz;32;ana.beatriz@hotmail.com;Sim;Não;2022-04-03;2022-12-21;8;"";1;0;15128,24;60;252,14;0
6140;Rafael;Cavalcanti;50;rafael.cavalcanti@terra.com.br;Sim;Não;2021-01-03;2022-12-22;23;"";0;0;56096,33;180;311,65;0
6141;Kamilly;Farias;30;kamilly.farias@yahoo.com.br;Sim;Não;2021-11-17;2022-12-19;13;"";3;0;24992,83;81;308,55;0
6142;Paulo;Costa;18;paulo.costa@yahoo.com.br;Sim;Não;2022-04-03;2022-12-07;8;"";15;0;1584,09;26;60,93;0
6143;Melissa;Castro;51;melissa.castro@terra.com.br;Sim;Não;2018-05-12;2022-09-03;52;"";110;3;95783,68;343;279,25;0
6144;Agatha;Rosa;52;agatha.rosa@hotmail.com;Sim;Não;2022-09-28;2022-12-20;2;"";2;0;6071,92;24;253,00;0
6145;Kamilly;Caldeira;73;kamilly.caldeira@uol.com.br;Sim;Não;2019-06-04;2022-12-21;43;"";1;0;80607,10;269;299,65;0
6146;Lucas;Gabriel;66;lucas.gabriel@hotmail.com;Sim;Não;2021-03-12;2022-01-27;10;"";329;10;20738,50;72;288,03;0
6147;Pedro;Lucas;65;pedro.lucas@gmail.com;Não;Não;2020-03-29;2022-03-28;24;2022-10-29;215;7;35187,51;113;311,39;0
6148;Alexandre;Duarte;63;alexandre.duarte@uol.com.br;Sim;Não;2021-02-01;2022-12-13;22;"";9;0;44864,71;163;275,24;0
6149;Camila;Ramos;38;camila.ramos@gmail.com;Sim;Não;2021-04-28;2022-12-19;20;"";3;0;34228,88;121;282,88;0
6150;Alana;Cavalcanti;63;alana.cavalcanti@hotmail.com;Sim;Não;2021-05-21;2022-12-21;19;"";1;0;28373,56;104;272,82;0
6151;João;Miguel;59;joão.miguel@yahoo.com.br;Sim;Não;2018-12-30;2022-12-21;48;"";1;0;84421,82;313;269,72;0
6152;Rafael;Ribeiro;62;rafael.ribeiro@gmail.com;Sim;Não;2020-01-29;2022-12-19;35;"";3;0;63766,79;223;285,95;0
6153;Melissa;Lopes;32;melissa.lopes@hotmail.com;Sim;Não;2020-03-04;2022-12-22;34;"";0;0;60168,78;196;306,98;0
6154;Emanuella;Mota;63;emanuella.mota@yahoo.com.br;Sim;Não;2021-06-04;2022-12-03;18;"";19;0;33829,01;129;262,24;0
6155;Rebeca;Pereira;35;rebeca.pereira@gmail.com;Sim;Não;2018-03-14;2022-11-26;57;"";26;0;92594,47;325;284,91;0
6156;Juan;Conceição;39;juan.conceição@yahoo.com.br;Sim;Não;2019-06-14;2022-12-20;42;"";2;0;75399,70;264;285,60;0
6157;Guilherme;Almeida;68;guilherme.almeida@gmail.com;Sim;Não;2020-04-24;2021-12-22;20;"";365;12;34102,66;121;281,84;0
6158;Bernardo;Rocha;22;bernardo.rocha@yahoo.com.br;Sim;Não;2021-09-29;2022-12-17;14;"";5;0;13175,57;76;173,36;0
6159;Nina;Monteiro;36;nina.monteiro@uol.com.br;Sim;Não;2022-10-21;2022-12-19;1;"";3;0;5277,74;22;239,90;0
6160;Gabrielly;Martins;45;gabrielly.martins@gmail.com;Sim;Não;2020-03-20;2022-12-03;32;"";19;0;59647,14;207;288,15;0
6161;Rafael;Costa;38;rafael.costa@gmail.com;Sim;Não;2018-02-27;2022-12-18;58;"";4;0;92065,06;324;284,15;0
6162;Beatriz;Porto;41;beatriz.porto@hotmail.com;Sim;Não;2022-07-05;2022-12-17;5;"";5;0;9097,27;34;267,57;0
6163;Fernanda;Oliveira;53;fernanda.oliveira@hotmail.com;Sim;Não;2018-04-26;2022-10-16;54;"";67;2;89242,97;319;279,76;0
6164;Ana;Clara;67;ana.clara@terra.com.br;Sim;Não;2019-01-25;2022-12-21;47;"";1;0;80446,15;285;282,27;0
6165;Helena;Cunha;49;helena.cunha@uol.com.br;Sim;Não;2021-11-05;2022-12-22;13;"";0;0;24396,70;90;271,07;0
6166;Alexia;Duarte;25;alexia.duarte@gmail.com;Sim;Não;2021-12-27;2022-12-22;12;"";0;0;10852,38;72;150,73;0
6167;Thiago;Cruz;25;thiago.cruz@terra.com.br;Sim;Não;2022-11-28;2022-12-16;0;"";6;0;505,58;3;168,53;0
6168;Rafaela;Sales;54;rafaela.sales@gmail.com;Sim;Não;2020-02-16;2022-03-21;25;"";276;9;43889,16;165;265,99;0
6169;Srta.;Luna;22;srta..luna@yahoo.com.br;Sim;Sim;2018-04-18;2022-12-15;56;"";7;0;40702,93;244;166,82;53
6170;Amanda;Porto;69;amanda.porto@gmail.com;Sim;Não;2022-03-03;2022-12-22;9;"";0;0;21109,11;69;305,93;0
6171;Eduarda;Araújo;62;eduarda.araújo@gmail.com;Sim;Não;2018-02-16;2022-12-21;58;"";1;0;120067,65;398;301,68;0
6172;Maria;Julia;70;maria.julia@uol.com.br;Sim;Não;2022-03-06;2022-12-21;9;"";1;0;15535,98;54;287,70;0
6173;Enzo;Gabriel;54;enzo.gabriel@terra.com.br;Sim;Não;2021-05-25;2022-12-21;19;"";1;0;34318,88;118;290,84;0
6174;Kamilly;Conceição;21;kamilly.conceição@terra.com.br;Sim;Não;2018-05-28;2022-12-14;55;"";8;0;45283,71;261;173,50;0
6175;Samuel;Ribeiro;56;samuel.ribeiro@yahoo.com.br;Não;Não;2021-10-13;2022-04-28;6;2022-11-02;188;6;8001,92;32;250,06;0
6176;Joana;Viana;31;joana.viana@hotmail.com;Sim;Não;2022-10-07;2022-12-18;2;"";4;0;5000,48;19;263,18;0
6177;Diego;Gonçalves;66;diego.gonçalves@uol.com.br;Sim;Não;2021-07-24;2021-11-23;4;"";394;13;4623,69;17;271,98;0
6178;Lucas;Correia;28;lucas.correia@yahoo.com.br;Sim;Não;2019-02-08;2022-12-16;46;"";6;0;27199,72;176;154,54;0
6179;Isabelly;Lima;65;isabelly.lima@hotmail.com;Sim;Não;2020-11-16;2022-12-22;25;"";0;0;37860,83;133;284,67;0
6180;Giovanna;Viana;41;giovanna.viana@gmail.com;Sim;Não;2019-12-17;2022-12-18;36;"";4;0;58300,51;211;276,31;0
6181;Vicente;Paz;56;vicente.paz@yahoo.com.br;Sim;Não;2022-05-15;2022-12-21;7;"";1;0;15905,77;51;311,88;0
6182;Bianca;Cardoso;52;bianca.cardoso@uol.com.br;Sim;Não;2021-10-26;2022-12-22;14;"";0;0;19253,54;67;287,37;0
6183;Marcelo;Conceição;43;marcelo.conceição@gmail.com;Sim;Não;2021-12-11;2022-12-11;12;"";11;0;25291,94;81;312,25;0
6184;Eloah;Silveira;28;eloah.silveira@yahoo.com.br;Sim;Não;2019-08-02;2022-12-20;41;"";2;0;29244,27;182;160,68;0
6185;Ana;Beatriz;55;ana.beatriz@hotmail.com;Sim;Não;2020-03-15;2022-12-21;33;"";1;0;58824,50;220;267,38;0
6186;Luna;Melo;69;luna.melo@yahoo.com.br;Sim;Não;2022-01-25;2022-12-11;10;"";11;0;18682,17;61;306,27;0
6187;Maria;Sophia;36;maria.sophia@uol.com.br;Sim;Não;2020-12-28;2021-10-29;10;"";419;13;19095,45;64;298,37;0
6189;Bianca;Fernandes;63;bianca.fernandes@hotmail.com;Sim;Não;2020-09-26;2022-12-20;27;"";2;0;45497,76;165;275,74;0
6190;Mariane;Duarte;69;mariane.duarte@yahoo.com.br;Sim;Não;2020-10-16;2022-12-22;26;"";0;0;51412,20;167;307,86;0
6191;Maria;Sophia;54;maria.sophia@hotmail.com;Sim;Não;2019-09-11;2022-12-22;39;"";0;0;65631,69;226;290,41;0
6192;Alice;Pereira;43;alice.pereira@yahoo.com.br;Sim;Não;2020-11-04;2022-05-28;19;"";208;6;34793,98;119;292,39;0
6193;Lorena;Lima;60;lorena.lima@uol.com.br;Sim;Não;2020-04-29;2022-12-20;32;"";2;0;59748,66;204;292,89;0
6194;Maria;Clara;70;maria.clara@yahoo.com.br;Sim;Não;2019-12-06;2022-12-19;36;"";3;0;62286,83;229;271,99;0
6195;Enzo;Gabriel;56;enzo.gabriel@gmail.com;Sim;Não;2021-11-11;2022-07-16;8;"";159;5;14573,83;54;269,89;0
6196;João;Pedro;70;joão.pedro@gmail.com;Sim;Não;2019-03-22;2022-12-18;45;"";4;0;66760,10;251;265,98;0
6197;Davi;Peixoto;68;davi.peixoto@yahoo.com.br;Sim;Não;2018-12-13;2022-12-17;48;"";5;0;89644,29;288;311,26;0
6198;Luana;Ramos;25;luana.ramos@gmail.com;Sim;Não;2021-10-16;2022-12-20;14;"";2;0;12185,24;78;156,22;0
6199;Pietro;Vieira;60;pietro.vieira@gmail.com;Sim;Não;2021-04-03;2022-09-29;18;"";84;2;32120,33;115;279,31;0
6200;André;Porto;65;andré.porto@gmail.com;Sim;Não;2019-03-11;2022-12-12;45;"";10;0;84339,79;297;283,97;0
6201;Alexia;Ribeiro;39;alexia.ribeiro@uol.com.br;Sim;Não;2020-12-21;2022-07-04;18;"";171;5;35031,92;115;304,63;0
6202;Kamilly;Nunes;62;kamilly.nunes@uol.com.br;Sim;Não;2021-05-02;2022-02-16;9;"";309;10;20554,60;71;289,50;0
6203;Eloah;Gonçalves;48;eloah.gonçalves@terra.com.br;Sim;Não;2018-04-24;2022-12-21;56;"";1;0;100880,33;362;278,67;0
6204;Joana;Barbosa;54;joana.barbosa@gmail.com;Sim;Não;2019-05-29;2022-11-04;41;"";48;1;71368,09;239;298,61;0
6205;Henrique;Melo;70;henrique.melo@yahoo.com.br;Sim;Não;2021-08-30;2021-10-22;1;"";426;14;1901,21;7;271,60;0
6206;Isabel;Freitas;60;isabel.freitas@yahoo.com.br;Sim;Não;2022-01-15;2022-12-21;11;"";1;0;16743,74;67;249,91;0
6207;Mariana;Gomes;55;mariana.gomes@hotmail.com;Não;Não;2019-04-01;2021-11-14;31;2022-10-07;327;10;55621,64;195;285,24;0
6208;Daniel;Cardoso;18;daniel.cardoso@gmail.com;Sim;Sim;2020-04-07;2022-12-06;32;"";16;0;4961,72;86;57,69;67
6209;Helena;Rezende;65;helena.rezende@terra.com.br;Sim;Não;2018-02-11;2022-12-22;59;"";0;0;98400,37;353;278,75;0
6210;Ian;Barbosa;72;ian.barbosa@yahoo.com.br;Sim;Não;2022-01-17;2022-12-11;10;"";11;0;14836,49;54;274,75;0
6211;Ryan;Nogueira;31;ryan.nogueira@terra.com.br;Sim;Não;2022-02-05;2022-02-08;0;"";317;10;536,69;2;268,35;0
6212;Luigi;Luz;64;luigi.luz@hotmail.com;Sim;Não;2022-06-08;2022-12-13;6;"";9;0;7123,12;26;273,97;0
6213;Maria;Sophia;37;maria.sophia@terra.com.br;Sim;Não;2020-11-15;2022-12-16;25;"";6;0;40805,06;145;281,41;0
6214;Vitória;Rocha;41;vitória.rocha@hotmail.com;Sim;Não;2021-01-21;2022-12-18;23;"";4;0;39350,88;138;285,15;0
6215;Joana;Neves;31;joana.neves@gmail.com;Sim;Não;2019-01-16;2022-12-22;47;"";0;0;78080,69;280;278,86;0
6216;Brenda;Rodrigues;44;brenda.rodrigues@uol.com.br;Sim;Não;2018-02-04;2022-12-20;59;"";2;0;100559,76;352;285,68;0
6217;Enrico;Mata;73;enrico.mata@gmail.com;Sim;Não;2020-02-27;2022-12-19;34;"";3;0;57897,52;194;298,44;0
6218;Lucca;Vieira;34;lucca.vieira@yahoo.com.br;Sim;Não;2021-12-10;2022-12-20;12;"";2;0;26932,98;82;328,45;0
6220;Ana;Beatriz;62;ana.beatriz@terra.com.br;Sim;Não;2022-11-15;2022-12-21;1;"";1;0;2670,06;9;296,67;0
6221;Kaique;Fogaça;44;kaique.fogaça@yahoo.com.br;Sim;Não;2019-10-05;2022-12-21;39;"";1;0;66102,48;228;289,92;0
6222;Thiago;Farias;45;thiago.farias@hotmail.com;Sim;Não;2019-03-28;2022-12-08;45;"";14;0;80353,34;275;292,19;0
6223;Cauê;Rocha;58;cauê.rocha@yahoo.com.br;Sim;Não;2020-09-17;2022-12-19;27;"";3;0;47963,19;173;277,24;0
6224;Igor;Ribeiro;45;igor.ribeiro@yahoo.com.br;Sim;Não;2022-01-17;2022-12-21;11;"";1;0;20780,24;72;288,61;0
6225;Heitor;Mota;40;heitor.mota@yahoo.com.br;Sim;Não;2021-02-06;2022-12-09;22;"";13;0;36948,04;133;277,80;0
6226;Júlia;Cunha;75;júlia.cunha@uol.com.br;Sim;Não;2019-08-10;2022-12-21;40;"";1;0;72278,79;252;286,82;0
6227;Anthony;Fernandes;32;anthony.fernandes@uol.com.br;Sim;Não;2018-04-08;2022-12-22;57;"";0;0;106764,74;385;277,31;0
6228;Ana;Vitória;59;ana.vitória@yahoo.com.br;Sim;Não;2021-12-27;2022-12-15;11;"";7;0;19615,38;80;245,19;0
6229;João;Vitor;59;joão.vitor@hotmail.com;Sim;Não;2018-06-09;2022-06-07;48;"";198;6;90807,58;300;302,69;0
6230;Heitor;Pinto;56;heitor.pinto@terra.com.br;Sim;Não;2021-06-14;2022-12-21;18;"";1;0;33912,15;117;289,85;0
6231;Ian;Carvalho;39;ian.carvalho@hotmail.com;Sim;Não;2018-03-09;2022-12-12;57;"";10;0;107591,15;384;280,19;0
6232;Lara;Duarte;50;lara.duarte@gmail.com;Sim;Não;2021-05-06;2022-12-18;19;"";4;0;29707,00;111;267,63;0
6233;Sabrina;Duarte;37;sabrina.duarte@terra.com.br;Sim;Não;2019-10-16;2022-12-06;38;"";16;0;68088,68;247;275,66;0
6234;Carlos;Eduardo;64;carlos.eduardo@gmail.com;Sim;Não;2018-06-10;2022-12-19;55;"";3;0;100483,30;344;292,10;0
6235;Mirella;Mendes;62;mirella.mendes@yahoo.com.br;Sim;Não;2022-09-13;2022-12-19;3;"";3;0;4304,69;17;253,22;0
6236;Bernardo;Lima;35;bernardo.lima@gmail.com;Sim;Não;2018-07-06;2022-12-21;54;"";1;0;93260,49;317;294,20;0
6237;Ana;Laura;22;ana.laura@uol.com.br;Sim;Não;2022-06-06;2022-12-09;6;"";13;0;5727,00;28;204,54;0
6238;Davi;Rodrigues;36;davi.rodrigues@uol.com.br;Sim;Não;2018-12-05;2022-12-16;49;"";6;0;82546,86;302;273,33;0
6239;Erick;Duarte;32;erick.duarte@uol.com.br;Sim;Não;2020-09-02;2021-11-22;14;"";395;13;24661,31;83;297,12;0
6240;Alice;Costa;35;alice.costa@uol.com.br;Sim;Não;2022-07-03;2022-12-16;5;"";6;0;9230,11;30;307,67;0
6241;Bryan;Cunha;29;bryan.cunha@gmail.com;Sim;Não;2022-12-10;2022-12-19;0;"";3;0;488,11;4;122,03;0
6242;Murilo;Rodrigues;33;murilo.rodrigues@yahoo.com.br;Sim;Não;2019-10-21;2022-12-14;38;"";8;0;66710,43;244;273,40;0
6243;Vinicius;Cardoso;21;vinicius.cardoso@terra.com.br;Sim;Não;2021-12-13;2022-12-19;12;"";3;0;11297,30;76;148,65;0
6244;Gabriel;Costela;19;gabriel.costela@uol.com.br;Sim;Sim;2020-10-17;2022-12-11;26;"";11;0;4365,44;76;57,44;21
6245;Ana;Luiza;25;ana.luiza@uol.com.br;Sim;Não;2022-10-19;2022-12-20;2;"";2;0;1375,59;11;125,05;0
6246;Bruna;Neves;60;bruna.neves@yahoo.com.br;Sim;Não;2022-12-04;2022-12-20;0;"";2;0;437,70;2;218,85;0
6247;Igor;Silva;64;igor.silva@gmail.com;Sim;Não;2020-11-03;2022-11-25;25;"";27;0;39488,71;141;280,06;0
6248;Ryan;Nogueira;64;ryan.nogueira@hotmail.com;Sim;Não;2019-12-25;2022-12-19;36;"";3;0;57487,51;207;277,72;0
6249;Kaique;Cardoso;26;kaique.cardoso@uol.com.br;Sim;Não;2021-12-17;2022-12-14;12;"";8;0;11511,66;65;177,10;0
6250;Alexandre;Moraes;47;alexandre.moraes@terra.com.br;Sim;Não;2020-05-12;2021-11-17;18;"";400;13;31165,70;119;261,90;0
6251;Lorenzo;Jesus;28;lorenzo.jesus@terra.com.br;Sim;Não;2019-11-19;2022-12-21;37;"";1;0;27213,32;170;160,08;0
6252;Isadora;Araújo;25;isadora.araújo@gmail.com;Sim;Não;2018-09-20;2022-11-27;50;"";25;0;45162,51;253;178,51;0
6253;Vinicius;Dias;52;vinicius.dias@yahoo.com.br;Sim;Não;2021-07-25;2022-12-12;16;"";10;0;31185,51;119;262,06;0
6254;Vinicius;Ferreira;20;vinicius.ferreira@terra.com.br;Sim;Não;2022-07-06;2022-12-20;5;"";2;0;5235,98;34;154,00;0
6255;Benjamin;Teixeira;31;benjamin.teixeira@gmail.com;Sim;Não;2022-09-05;2022-12-11;3;"";11;0;4805,44;16;300,34;0
6256;Ana;Clara;46;ana.clara@yahoo.com.br;Sim;Não;2019-08-30;2022-06-09;33;"";196;6;62916,14;212;296,77;0
6257;Kamilly;Oliveira;54;kamilly.oliveira@uol.com.br;Não;Não;2019-03-05;2022-03-09;36;2022-11-28;264;8;66465,59;222;299,39;0
6258;Caio;Carvalho;68;caio.carvalho@uol.com.br;Sim;Não;2022-12-13;2022-12-20;0;"";2;0;1646,60;6;274,43;0
6259;Bryan;Vieira;61;bryan.vieira@terra.com.br;Sim;Não;2018-09-06;2022-12-21;52;"";1;0;97225,80;332;292,85;0
6260;Agatha;Freitas;45;agatha.freitas@terra.com.br;Sim;Não;2019-07-12;2022-12-20;41;"";2;0;76736,64;262;292,89;0
6261;Isabella;Vieira;52;isabella.vieira@gmail.com;Sim;Não;2021-05-16;2022-12-20;19;"";2;0;32069,15;110;291,54;0
6262;Letícia;Santos;38;letícia.santos@yahoo.com.br;Sim;Sim;2018-11-01;2022-12-22;50;"";0;0;98281,32;340;289,06;1
6264;Srta.;Emilly;50;srta..emilly@uol.com.br;Sim;Não;2018-03-18;2022-12-22;58;"";0;0;102927,25;361;285,12;0
6265;Vitor;Lima;62;vitor.lima@hotmail.com;Sim;Não;2019-03-18;2022-12-18;45;"";4;0;87940,05;302;291,19;0
6266;João;Gabriel;50;joão.gabriel@terra.com.br;Sim;Não;2022-07-17;2022-12-18;5;"";4;0;11231,50;37;303,55;0
6267;Lara;Cruz;69;lara.cruz@uol.com.br;Sim;Não;2018-08-17;2022-10-19;50;"";64;2;93254,30;327;285,18;0
6268;Pietro;Neves;30;pietro.neves@yahoo.com.br;Sim;Sim;2018-08-29;2022-12-21;52;"";1;0;98090,35;345;284,32;34
6269;Sophie;Souza;26;sophie.souza@gmail.com;Sim;Não;2018-07-15;2022-12-21;54;"";1;0;44970,93;254;177,05;0
6270;Enrico;Nunes;36;enrico.nunes@gmail.com;Sim;Não;2021-04-02;2022-12-22;20;"";0;0;36597,01;135;271,09;0
6271;Ana;Carolina;53;ana.carolina@terra.com.br;Sim;Sim;2018-03-05;2022-12-11;58;"";11;0;85341,82;323;264,22;53
6272;Henrique;Gomes;65;henrique.gomes@gmail.com;Sim;Não;2018-06-05;2022-12-22;55;"";0;0;83351,36;290;287,42;0
6273;Elisa;Caldeira;50;elisa.caldeira@uol.com.br;Sim;Não;2018-01-28;2022-12-22;59;"";0;0;97453,68;342;284,95;0
6275;Mariane;Oliveira;52;mariane.oliveira@yahoo.com.br;Sim;Não;2021-03-04;2022-12-09;21;"";13;0;38583,39;142;271,71;0
6276;Ryan;Souza;27;ryan.souza@hotmail.com;Sim;Não;2022-10-28;2022-12-11;1;"";11;0;1465,10;10;146,51;0
6277;Stephany;Costa;53;stephany.costa@yahoo.com.br;Sim;Não;2022-01-10;2022-12-21;11;"";1;0;22520,38;81;278,03;0
6279;Lívia;Correia;56;lívia.correia@hotmail.com;Sim;Não;2019-11-01;2022-12-22;38;"";0;0;75661,46;263;287,69;0
6280;João;Miguel;62;joão.miguel@yahoo.com.br;Sim;Não;2020-12-11;2022-11-29;23;"";23;0;44299,25;150;295,33;0
6281;Srta.;Laís;30;srta..laís@gmail.com;Sim;Não;2021-05-02;2022-12-15;19;"";7;0;31517,96;123;256,24;0
6282;Fernando;Costa;40;fernando.costa@hotmail.com;Sim;Não;2021-08-26;2022-12-21;16;"";1;0;26063,34;98;265,95;0
6283;Helena;Correia;20;helena.correia@uol.com.br;Sim;Sim;2021-07-27;2022-07-14;11;"";161;5;10818,73;58;186,53;56
6284;Sabrina;Costa;51;sabrina.costa@hotmail.com;Sim;Não;2019-11-20;2022-05-17;30;"";219;7;59391,75;202;294,02;0
6285;Daniela;Peixoto;68;daniela.peixoto@terra.com.br;Sim;Não;2021-03-10;2022-11-04;20;"";48;1;35490,71;136;260,96;0
6286;Miguel;Rocha;51;miguel.rocha@yahoo.com.br;Sim;Não;2021-04-11;2022-12-13;20;"";9;0;35738,98;128;279,21;0
6287;Yuri;Nascimento;59;yuri.nascimento@gmail.com;Sim;Não;2021-07-05;2022-12-17;17;"";5;0;25736,21;98;262,61;0
6288;Juliana;Mota;58;juliana.mota@gmail.com;Sim;Não;2022-04-10;2022-12-16;8;"";6;0;9773,11;34;287,44;0
6289;João;Lucas;22;joão.lucas@uol.com.br;Sim;Sim;2021-03-12;2022-12-17;21;"";5;0;14925,25;82;182,02;29
6291;Kaique;Novaes;19;kaique.novaes@uol.com.br;Sim;Sim;2018-11-02;2022-11-19;49;"";33;1;6888,93;131;52,59;60
6292;Renan;Mendes;67;renan.mendes@uol.com.br;Sim;Não;2019-08-07;2022-12-19;41;"";3;0;70982,95;242;293,32;0
6293;Laís;Freitas;31;laís.freitas@yahoo.com.br;Sim;Não;2022-11-14;2022-12-22;1;"";0;0;2702,52;8;337,82;0
6294;Paulo;Moraes;62;paulo.moraes@terra.com.br;Sim;Não;2018-09-09;2022-12-19;52;"";3;0;82008,19;304;269,76;0
6295;Amanda;Monteiro;53;amanda.monteiro@yahoo.com.br;Sim;Não;2019-10-11;2022-12-22;38;"";0;0;75888,63;259;293,01;0
6296;Otávio;Campos;37;otávio.campos@terra.com.br;Sim;Não;2019-02-11;2022-12-06;46;"";16;0;78536,16;267;294,14;0
6297;Arthur;Nunes;68;arthur.nunes@uol.com.br;Sim;Não;2018-03-30;2022-12-20;57;"";2;0;93171,39;322;289,35;0
6298;Emanuel;Moura;72;emanuel.moura@terra.com.br;Sim;Não;2020-04-26;2022-12-19;32;"";3;0;60033,71;216;277,93;0
6299;Alice;Fernandes;37;alice.fernandes@yahoo.com.br;Sim;Não;2019-09-10;2022-12-19;39;"";3;0;67668,20;231;292,94;0
6300;João;Miguel;23;joão.miguel@hotmail.com;Sim;Sim;2018-09-13;2022-12-07;51;"";15;0;43284,52;249;173,83;77
6301;Stella;Teixeira;42;stella.teixeira@uol.com.br;Sim;Não;2018-08-07;2022-12-22;53;"";0;0;93597,62;318;294,33;0
6302;Isabella;Neves;56;isabella.neves@hotmail.com;Sim;Não;2019-11-05;2022-10-09;35;"";74;2;58107,16;221;262,93;0
6303;Kamilly;Campos;20;kamilly.campos@gmail.com;Sim;Sim;2019-02-11;2022-12-18;46;"";4;0;34610,46;221;156,61;49
